cefr_level,category,lemma,term,translation,article,aliases
C2,nouns,Freiräume,die Freiräume,clearance zones,die,
C2,nouns,Fruchtbarkeit,die Fruchtbarkeit,fecundity,die,
C2,nouns,Fussballspieler,der Fussballspieler,football player,der,
C2,nouns,Fürstentum,das Fürstentum,principality,das,
C2,verbs,blitzen,blitzen,flashed,,
C2,nouns,Gefüge,die Gefüge,fabric,die,
C2,nouns,Geissler,der Geissler,flagellant,der,
C2,verbs,gemieden,gemieden,avoided,,
C2,nouns,Geschicklichkeit,die Geschicklichkeit,skill,die,
C2,nouns,Geschäftsidee,die Geschäftsidee,business idea,die,
C2,adverbs,gravierend,gravierend,engraving,,
C2,nouns,Grossbrehen,der Grossbrehen,blaze,der,
C2,nouns,Heferflocken,der Heferflocken,oat flakes,der,
C2,nouns,Heraushole,die Heraushole,retrieval,die,
C2,nouns,Herpes,der Herpes,herpes simplex,der,
C2,nouns,Herrenhaus,der Herrenhaus,manor house,der,
C2,nouns,Hörspiele,die Hörspiele,radio plays,die,
C2,verbs,ihresgleichen,ihresgleichen,peers,,
C2,adverbs,inaktiv,inaktiv,inactive,,
C2,nouns,Instabilität,die Instabilität,shakiness,die,
C2,adverbs,instinktiv,instinktiv,visceral,,
C2,nouns,Instruktionen,der Instruktionen,instructions,der,
C2,nouns,Kammermusik,die Kammermusik,chamber music,die,
C2,nouns,Karaoke,die Karaoke,karaoke,die,
C2,nouns,Kernel,der Kernel,kernel,der,
C2,nouns,Klemmen,der Klemmen,clips,der,
C2,nouns,Knackpunken,der Knackpunken,crucial point,der,
C2,nouns,Kommunion,der Kommunion,communion,der,
C2,nouns,Krümel,der Krümel,small crumb,der,
C2,nouns,Kyoto,der Kyoto,Kyoto,der,
C2,nouns,Kälber,der Kälber,calves,der,
C2,nouns,Körbe,die Körbe,cages,die,
C2,nouns,Kündigungen,der Kündigungen,terminations,der,
C2,nouns,Kür,der Kür,voluntary exercise,der,
C2,nouns,Ladegeraten,der Ladegeraten,battery charger,der,
C2,nouns,Lebensweln,der Lebensweln,living environment,der,
C2,nouns,Leckerbissen,der Leckerbissen,delicacy,der,
C2,nouns,Leerstand,der Leerstand,vacancy,der,
C2,nouns,Lesart,der Lesart,reading,der,
C2,verbs,liebensweren,liebensweren,winsome,,
C2,nouns,Liebeskumme,die Liebeskumme,lovesickness,die,
C2,adverbs,ländlich,ländlich,countryside,,
C2,verbs,läuten,läuten,peals,,
C2,nouns,Magenta,der Magenta,magenta,der,
C2,nouns,Malteser,der Malteser,Order of the Knights of Saint John,der,
C2,nouns,Medienkompetenz,der Medienkompetenz,media literacy,der,
C2,nouns,Melone,die Melone,melon,die,
C2,nouns,Metadat,der Metadat,meta data,der,
C2,nouns,Misshandlungen,der Misshandlungen,mistreatments,der,
C2,verbs,nachsagen,nachsagen,repeated after,,
C2,nouns,Nickerch,der Nickerch,nap,der,
C2,nouns,Notebooks,der Notebooks,notebook computers/PCs,der,
C2,adverbs,obendrauf,obendrauf,on the top,,
C2,nouns,Operette,die Operette,operetta,die,
C2,nouns,Optiker,der Optiker,optician,der,
C2,nouns,Optimum,das Optimum,optimum,das,
C2,nouns,Paleten,der Paleten,pallets,der,
C2,nouns,Parzellen,der Parzellen,plots,der,
C2,nouns,Pedal,der Pedal,pedal,der,
C2,nouns,Pfeifer,der Pfeifer,piper,der,
C2,nouns,Pilotprojekt,der Pilotprojekt,pilot project,der,
C2,nouns,Plantagen,der Plantagen,plantation,der,
C2,nouns,Proportionen,der Proportionen,proportions,der,
C2,nouns,Protestantismus,der Protestantismus,Protestantism,der,
C2,nouns,Rechtsanspruch,der Rechtsanspruch,legal claim,der,
C2,nouns,Rechtsextremer,der Rechtsextremer,right-wing extremist,der,
C2,nouns,Regent,der Regent,crowned head,der,
C2,verbs,reingefallen,reingefallen,been taken in,,
C2,nouns,Replik,die Replik,retort,die,
C2,nouns,Ritz,der Ritz,cranny,der,
C2,verbs,rächt,rächt,avenges,,
C2,nouns,Rückbau,der Rückbau,retrenchment,der,
C2,nouns,Sakrament,das Sakrament,sacrament,das,
C2,nouns,Salzkammergut,der Salzkammergut,Salzkammergut,der,
C2,nouns,Schauspielerei,der Schauspielerei,play-acting,der,
C2,nouns,Schauspielerinn,der Schauspielerinn,actors,der,
C2,nouns,Schweinehund,der Schweinehund,caitiff,der,
C2,adverbs,schwindelig,schwindelig,dizzy,,
C2,nouns,Schwur,die Schwur,oath,die,
C2,nouns,Scientology,der Scientology,Scientology,der,
C2,nouns,Seiler,der Seiler,ropemaker,der,
C2,nouns,Selbsthilfegruppe,die Selbsthilfegruppe,self-help group,die,
C2,nouns,Selbstkritik,die Selbstkritik,self-criticism,die,
C2,nouns,Semantik,die Semantik,semantics,die,
C2,nouns,Sonnensystem,der Sonnensystem,solar system,der,
C2,nouns,Spagat,der Spagat,balancing act,der,
C2,nouns,Spedition,die Spedition,forwarding company,die,
C2,nouns,Spengl,der Spengl,sheet-metal worker,der,
C2,nouns,Sportweten,der Sportweten,sports betting,der,
C2,nouns,Staatsgebiet,der Staatsgebiet,territory,der,
C2,verbs,stiefeln,stiefeln,plod,,
C2,adverbs,straff,straff,tight,,
C2,nouns,Stramm,der Stramm,leanly built,der,
C2,nouns,Ström,der Ström,currents,der,
C2,nouns,Säuberung,die Säuberung,clean-up session,die,
C2,nouns,Tapete,die Tapete,wallpaper,die,
C2,nouns,Thronfolger,der Thronfolger,successor to the throne,der,
C2,nouns,Titelgewinn,der Titelgewinn,championship victory,der,
C2,nouns,Trampolin,der Trampolin,trampoline,der,
C2,nouns,Transplantation,die Transplantation,grafting,die,
C2,nouns,Tripolis,der Tripolis,Tarabulus,der,
C2,nouns,Tyrann,der Tyrann,tyrant flycatchers,der,
C2,verbs,umrahmen,umrahmen,bordered,,
C2,adverbs,unbehelligt,unbehelligt,unmolested,,
C2,adverbs,unlogisch,unlogisch,illogical,,
C2,verbs,verbittern,verbittern,embittered,,
C2,nouns,Vereinsmitglied,der Vereinsmitglied,club members,der,
C2,nouns,Verfehlungen,der Verfehlungen,misdeeds,der,
C2,verbs,verfiel,verfiel,wasted away,,
C2,nouns,Verjährung,die Verjährung,statute of limitations,die,
C2,verbs,verlernen,verlernen,forgotten how to do,,
C2,nouns,Verlässlichkeit,die Verlässlichkeit,sure-handedness,die,
C2,nouns,Vernissage,die Vernissage,vernissage,die,
C2,verbs,verschönern,verschönern,refurbish sth.,,
C2,nouns,Verteil,der Verteil,dispenser,der,
C2,nouns,Volkslied,der Volkslied,folk songs,der,
C2,verbs,vorschieben,vorschieben,pleaded,,
C2,nouns,Waffel,der Waffel,waffle,der,
C2,nouns,Wahlhelfer,der Wahlhelfer,election worker,der,
C2,adverbs,wasserdicht,wasserdicht,rainproof,,
C2,nouns,Weihrauch,der Weihrauch,frankincense,der,
C2,nouns,Weltpolitik,die Weltpolitik,world policy,die,
C2,nouns,Werkstoff,der Werkstoff,material,der,
C2,nouns,Werra,der Werra,Werra,der,
C2,nouns,Wettervorhersage,die Wettervorhersage,weather forecast,die,
C2,nouns,Willkommenskultur,die Willkommenskultur,welcoming culture,die,
C2,nouns,Wochenzeitung,die Wochenzeitung,weekly newspaper,die,
C2,nouns,Wohnanlagen,der Wohnanlagen,residential complex,der,
C2,nouns,Wohnungsnot,der Wohnungsnot,housing shortage,der,
C2,verbs,würgen,würgen,strangle,,
C2,verbs,würzen,würzen,lace sth. with sth.,,
C2,adverbs,zornig,zornig,angry,,
C2,adverbs,zufälligerweise,zufälligerweise,contingently,,
C2,nouns,Zugverkehr,der Zugverkehr,train service,der,
C2,nouns,Übermachen,das Übermachen,superiority,das,
C2,nouns,Abendstunden,der Abendstunden,evening hours,der,
C2,adverbs,ablehnend,ablehnend,rejecting,,
C2,nouns,Abstraktion,die Abstraktion,abstraction,die,
C2,adjectives,abwisch,abwisch,wipe,,
C2,nouns,Adressaen,der Adressaen,addressees,der,
C2,nouns,Ahmet,der Ahmet,Ahmed,der,
C2,nouns,Albträume,die Albträume,nightmares,die,
C2,nouns,Alleinstehend,der Alleinstehend,single persons,der,
C2,adverbs,ambulant,ambulant,ambulatory,,
C2,nouns,Amnestie,die Amnestie,amnesty,die,
C2,nouns,Aneignung,die Aneignung,adoption,die,
C2,nouns,Anfertigung,die Anfertigung,production,die,
C2,nouns,Anfäll,der Anfäll,attacks,der,
C2,nouns,Anwachsen,der Anwachsen,accretion,der,
C2,adverbs,anziehend,anziehend,pleasing,,
C2,nouns,Anästhesie,die Anästhesie,anesthesiology,die,
C2,nouns,Arbeitsagentur,die Arbeitsagentur,employment agency,die,
C2,nouns,Aschenbech,der Aschenbech,ashtray,der,
C2,nouns,Assi,der Assi,assistant,der,
C2,nouns,Asylverfahren,der Asylverfahren,asylum procedure,der,
C2,nouns,Atheismus,der Atheismus,atheism,der,
C2,verbs,aushändigen,aushändigen,issued,,
C2,verbs,ausräumen,ausräumen,stripped,,
C2,nouns,Ausrechnen,der Ausrechnen,reckoning,der,
C2,nouns,Babysitt,der Babysitt,babysitter,der,
C2,nouns,Baukunst,der Baukunst,architecture,der,
C2,nouns,Bauphase,die Bauphase,stage/phase of construction,die,
C2,nouns,Befall,der Befall,infestation,der,
C2,adverbs,befremdlich,befremdlich,strange,,
C2,nouns,Belebung,die Belebung,stimulation,die,
C2,nouns,Belehrung,die Belehrung,instructions,die,
C2,nouns,Belohnungen,der Belohnungen,rewards,der,
C2,nouns,Betroffenheit,die Betroffenheit,shock,die,
C2,nouns,Bildmaterial,der Bildmaterial,visuals,der,
C2,nouns,Birmingham,der Birmingham,Birmingham,der,
C2,nouns,Bissel,der Bissel,a bit,der,
C2,nouns,Blinker,der Blinker,spoon,der,
C2,nouns,Bombenanschlag,der Bombenanschlag,bomb attack,der,
C2,nouns,Briefmark,der Briefmark,postage stamp,der,
C2,nouns,Brokkoli,der Brokkoli,broccoli,der,
C2,nouns,Brunch,der Brunch,late morning meal,der,
C2,nouns,Brünn,der Brünn,Brno,der,
C2,nouns,Buchladen,der Buchladen,bookshop,der,
C2,nouns,Buden,der Buden,booths,der,
C2,nouns,Bündnisse,die Bündnisse,confederations,die,
C2,nouns,Bürgschaft,die Bürgschaft,suretyship,die,
C2,nouns,Charleston,der Charleston,Charleston,der,
C2,verbs,dargeboten,dargeboten,proffered,,
C2,nouns,Deportation,die Deportation,deportation,die,
C2,nouns,Designerin,der Designerin,designer,der,
C2,nouns,Diktaturen,der Diktaturen,dictatorships,der,
C2,adverbs,diplomatisch,diplomatisch,diplomatic,,
C2,nouns,Dunst,der Dunst,exhalation,der,
C2,verbs,durchgelesen,durchgelesen,read through,,
C2,nouns,Edelsteine,die Edelsteine,gems,die,
C2,nouns,Einsatzort,der Einsatzort,assignment location,der,
C2,nouns,Eintopf,der Eintopf,stew,der,
C2,nouns,Empfindlichkeit,die Empfindlichkeit,susceptibility,die,
C2,nouns,Energiekosn,der Energiekosn,energy costs,der,
C2,verbs,entbinden,entbinden,dispensed,,
C2,nouns,Entsendung,die Entsendung,dispatch,die,
C2,nouns,Erektion,die Erektion,erection,die,
C2,verbs,ergründen,ergründen,gauge sth.,,
C2,verbs,ermächtigen,ermächtigen,empowered,,
C2,adverbs,erstaunlicherweise,erstaunlicherweise,remarkably,,
C2,nouns,Europameisterschaften,der Europameisterschaften,European championships,der,
C2,nouns,Fauler,der Fauler,lazier,der,
C2,nouns,Feldmarschall,der Feldmarschall,Field Marshal,der,
C2,nouns,Flugverkehr,der Flugverkehr,air traffic,der,
C2,nouns,Forschungszentrum,das Forschungszentrum,research centre,das,
C2,nouns,Fraktur,die Fraktur,black letter,die,
C2,nouns,Freihandel,der Freihandel,free trade,der,
C2,nouns,Freimaur,die Freimaur,freemason,die,
C2,nouns,Friesland,der Friesland,Friesland,der,
C2,nouns,Fuge,die Fuge,joint,die,
C2,nouns,Fähnchen,das Fähnchen,flag,das,
C2,nouns,Förderprogramm,der Förderprogramm,support programme,der,
C2,nouns,Gartenhaus,der Gartenhaus,allotment garden hut,der,
C2,verbs,gedachen,gedachen,commemorated,,
C2,nouns,Gefährder,der Gefährder,person considered a threat to public safety,der,
C2,nouns,Gengewichen,das Gengewichen,balancing weight,das,
C2,adverbs,geizig,geizig,miserly,,
C2,nouns,Generatoren,der Generatoren,AC generators,der,
C2,nouns,Ger,der Ger,barley,der,
C2,nouns,Gesandter,der Gesandter,minister,der,
C2,verbs,schmieden,schmieden,wrought,,
C2,verbs,schonen,schonen,conserved,,
C2,nouns,Geselligkeit,die Geselligkeit,conviviality,die,
C2,nouns,Gesetzesentwurf,der Gesetzesentwurf,legislative proposal,der,
C2,verbs,soffen,soffen,swilled,,
C2,nouns,Glyphosat,der Glyphosat,glyphosate,der,
C2,nouns,Grosshandel,der Grosshandel,wholesale trade,der,
C2,nouns,Gruppenspiel,der Gruppenspiel,group game,der,
C2,nouns,Gästehaus,der Gästehaus,guesthouse,der,
C2,nouns,Haarschnitt,der Haarschnitt,haircut,der,
C2,nouns,Haltungen,der Haltungen,attitudes,der,
C2,nouns,Handhabe,die Handhabe,handle,die,
C2,verbs,hingeben,hingeben,give,,
C2,nouns,Hinziehen,der Hinziehen,protraction,der,
C2,nouns,Hypothesen,der Hypothesen,hypotheses,der,
C2,nouns,Häme,die Häme,gloating satisfaction,die,
C2,nouns,Hämmern,der Hämmern,pounding,der,
C2,nouns,Immobilienmakler,der Immobilienmakler,estate agent,der,
C2,nouns,Inserat,der Inserat,advertisements,der,
C2,nouns,Interessenvertretung,die Interessenvertretung,representation of interests,die,
C2,nouns,Intervall,der Intervall,interval,der,
C2,adverbs,intim,intim,intimate,,
C2,nouns,Jus,der Jus,gravy,der,
C2,nouns,Ketzer,der Ketzer,heretic,der,
C2,nouns,Kinderbüch,der Kinderbüch,children's books,der,
C2,nouns,Klassenfahren,der Klassenfahren,residential visit,der,
C2,nouns,Klumpen,der Klumpen,lump,der,
C2,nouns,Knick,der Knick,hedge bank,der,
C2,nouns,Konsortium,das Konsortium,syndicate,das,
C2,nouns,Konsument,das Konsument,consumer,das,
C2,nouns,Kopfweh,der Kopfweh,headache,der,
C2,nouns,Krämpfe,die Krämpfe,muscle cramps,die,
C2,nouns,Krücken,der Krücken,plonkers,der,
C2,nouns,Kultusministerium,das Kultusministerium,ministry of education,das,
C2,nouns,Kunstausstellung,die Kunstausstellung,art exhibition,die,
C2,nouns,Kurort,der Kurort,health resort,der,
C2,nouns,Lagerhaus,der Lagerhaus,store,der,
C2,nouns,Landeskunde,die Landeskunde,culture and society of the country,die,
C2,adverbs,landwirtschaftlich,landwirtschaftlich,agricultural,,
C2,nouns,Laube,die Laube,arbour,die,
C2,adverbs,lebenswern,lebenswern,worth living,,
C2,nouns,Lehrkraft,der Lehrkraft,faculty member,der,
C2,nouns,Leistungssteigerung,die Leistungssteigerung,improvement in performance,die,
C2,nouns,Literaturgeschichen,das Literaturgeschichen,literary history,das,
C2,nouns,Magazinen,der Magazinen,hoppers,der,
C2,nouns,Magnetfeld,der Magnetfeld,magnetic field,der,
C2,nouns,Makro,der Makro,macro,der,
C2,nouns,Malediv,der Malediv,Maldives,der,
C2,nouns,Maschinengewehr,der Maschinengewehr,machine gun,der,
C2,nouns,Milz,der Milz,spleen,der,
C2,verbs,mitgekriegt,mitgekriegt,caught,,
C2,nouns,Mitgliederzahl,der Mitgliederzahl,number of members,der,
C2,adverbs,mittelbar,mittelbar,indirect,,
C2,nouns,Mittellinie,die Mittellinie,bisecting line of an angle,die,
C2,nouns,Mobiliar,der Mobiliar,furnishings,der,
C2,nouns,Motel,der Motel,motel,der,
C2,nouns,Musikanten,der Musikanten,musicians,der,
C2,nouns,Nacktheit,die Nacktheit,bareness,die,
C2,nouns,Neuzugänge,die Neuzugänge,additions,die,
C2,nouns,Nullen,der Nullen,zeros,der,
C2,nouns,Nutzfläch,der Nutzfläch,net floor area,der,
C2,adjectives,oberer,oberer,upper,,
C2,nouns,Oberleutnant,der Oberleutnant,Lieutenant,der,
C2,nouns,Oligarch,der Oligarch,oligarches,der,
C2,nouns,Ouvertüren,der Ouvertüren,overture,der,
C2,nouns,Personenkreis,der Personenkreis,group of persons,der,
C2,nouns,Perversen,der Perversen,perverts,der,
C2,nouns,Pfirsich,der Pfirsich,peach,der,
C2,nouns,Pisen,der Pisen,airstrips,der,
C2,nouns,Posse,die Posse,burlesque,die,
C2,nouns,Produktionskosten,der Produktionskosten,cost(s) of manufacture,der,
C2,nouns,Pulen,der Pulen,desk,der,
C2,nouns,Pädophil,der Pädophil,paedophile,der,
C2,nouns,Randal,der Randal,riot,der,
C2,verbs,rausschmeissen,rausschmeissen,throw out sb.,,
C2,nouns,Redewendung,die Redewendung,phrase,die,
C2,nouns,Reeperbahn,der Reeperbahn,rope-walk,der,
C2,adjectives,regnen,regnen,rained,,
C2,nouns,Rendezvous,der Rendezvous,date,der,
C2,nouns,Reuss,der Reuss,Reuss,der,
C2,nouns,Rezeptoren,der Rezeptoren,receptors,der,
C2,adverbs,rührend,rührend,agitating,,
C2,nouns,Sachbuch,der Sachbuch,fact book,der,
C2,nouns,Sachse,die Sachse,Saxon,die,
C2,nouns,Sattler,der Sattler,saddler,der,
C2,nouns,Schlusslichen,das Schlusslichen,rear light,das,
C2,adverbs,schnellstens,schnellstens,at a rush,,
C2,nouns,Schreibmaschine,die Schreibmaschine,typewriter,die,
C2,adverbs,serienmässig,serienmässig,series,,
C2,nouns,Sinnlichkeit,die Sinnlichkeit,animalism,die,
C2,nouns,Skispring,der Skispring,ski jumping competition,der,
C2,nouns,Solarzelle,die Solarzelle,solar cells,die,
C2,nouns,Speicherplatz,der Speicherplatz,memory space,der,
C2,nouns,Spezifikation,die Spezifikation,specification,die,
C2,verbs,sprühen,sprühen,spray,,
C2,nouns,Startplatz,der Startplatz,rocket launch complex,der,
C2,nouns,Steinkohlen,der Steinkohlen,coal,der,
C2,adverbs,steuerfrei,steuerfrei,"tax-free, tax-exempt",,
C2,nouns,Steuermann,der Steuermann,jock,der,
C2,nouns,Strudel,der Strudel,vortex,der,
C2,nouns,Stummen,der Stummen,mute,der,
C2,nouns,Substrat,der Substrat,topsoil mixture,der,
C2,nouns,Tandem,der Tandem,tandem,der,
C2,nouns,Tanker,der Tanker,tanker,der,
C2,nouns,Tao,der Tao,grey tinamou,der,
C2,nouns,Taschenrechner,der Taschenrechner,pocket calculator,der,
C2,verbs,tendieren,tendieren,tended,,
C2,nouns,Tonic,der Tonic,tonic,der,
C2,nouns,Truhe,die Truhe,chest,die,
C2,adverbs,tschechisch,tschechisch,Czech,,
C2,adverbs,tüchtig,tüchtig,high-achieving,,
C2,nouns,Unfallstelle,die Unfallstelle,accident site,die,
C2,nouns,Universitätsklinik,die Universitätsklinik,university hospital,die,
C2,nouns,Unkenntnis,der Unkenntnis,ignorance,der,
C2,adverbs,unnütz,unnütz,otiose,,
C2,adverbs,unumstritten,unumstritten,noncontentious,,
C2,adverbs,unvorbereiten,unvorbereiten,extemporary,,
C2,adverbs,unzuverlässig,unzuverlässig,unreliable,,
C2,verbs,uraufführen,uraufführen,premiered,,
C2,nouns,Urgrossvat,der Urgrossvat,great-grandfather,der,
C2,adverbs,verantwortungsvoll,verantwortungsvoll,responsible,,
C2,verbs,verbreitern,verbreitern,diversified,,
C2,nouns,Verdichtung,die Verdichtung,consolidation,die,
C2,verbs,verfälschen,verfälschen,falsified,,
C2,nouns,Vernachlässigung,die Vernachlässigung,neglect,die,
C2,adverbs,verstörend,verstörend,weirding out,,
C2,nouns,Vertretungen,der Vertretungen,substitutes,der,
C2,nouns,Verwirrte,die Verwirrte,muddled,die,
C2,nouns,Viehzuchen,das Viehzuchen,animal breeding,das,
C2,nouns,Volkszählung,die Volkszählung,census,die,
C2,nouns,Vollpfoster,der Vollpfoster,dumbass,der,
C2,nouns,Vorrücken,der Vorrücken,advance,der,
C2,nouns,Vorstufen,der Vorstufen,preliminary stage,der,
C2,nouns,Wahlwerbung,die Wahlwerbung,canvassing,die,
C2,nouns,Wartungsarbeiten,der Wartungsarbeiten,maintenance work,der,
C2,nouns,Waschmaschinen,der Waschmaschinen,scouring machines,der,
C2,verbs,wegziehen,wegziehen,moved away,,
C2,nouns,Weihnachen,das Weihnachen,Christmas,das,
C2,nouns,Weisungen,der Weisungen,instructions,der,
C2,nouns,Weiterfahren,der Weiterfahren,continuation of your journey,der,
C2,nouns,Wellington,der Wellington,Wellington,der,
C2,nouns,Weltherrschaft,die Weltherrschaft,world domination,die,
C2,nouns,Windel,der Windel,nappy,der,
C2,nouns,Wirtschaftsprüfer,der Wirtschaftsprüfer,certified public accountant,der,
C2,verbs,wühlen,wühlen,grub,,
C2,nouns,Zugführe,die Zugführe,chief guard,die,
C2,adverbs,zuwenig,zuwenig,too little,,
C2,verbs,zögern,zögern,hesitates,,
C2,nouns,Ärgernis,der Ärgernis,nuisance,der,
C2,nouns,Ölgemälde,die Ölgemälde,oil painting,die,
C2,nouns,Überbleibsel,der Überbleibsel,remnant,der,
C2,nouns,Übergangszeit,der Übergangszeit,transitional period,der,
C2,nouns,Aas,der Aas,carrion,der,
C2,nouns,Abarbeiten,der Abarbeiten,attention handling,der,
C2,verbs,abgegangen,abgegangen,started,,
C2,verbs,abhaken,abhaken,ticked off,,
C2,verbs,abwählen,abwählen,deselected,,
C2,nouns,Abhängigen,der Abhängigen,dependants,der,
C2,nouns,Ablösen,der Ablösen,key money,der,
C2,verbs,adressieren,adressieren,addressed,,
C2,adverbs,allerseits,allerseits,on all sides,,
C2,nouns,Ama,das Ama,ama,das,
C2,nouns,Analsex,der Analsex,anal sex,der,
C2,nouns,Anarchist,der Anarchist,anarchists,der,
C2,verbs,androhen,androhen,threatened,,
C2,nouns,Anmut,der Anmut,grace,der,
C2,nouns,Arbeitsteilung,die Arbeitsteilung,division of labour,die,
C2,nouns,Arztpraxis,der Arztpraxis,medical practice,der,
C2,nouns,Atheisen,der Atheisen,atheists,der,
C2,adverbs,auffindbar,auffindbar,detectable,,
C2,nouns,Aufgabenbereich,der Aufgabenbereich,area of responsibility,der,
C2,verbs,auslagern,auslagern,hived off,,
C2,nouns,Aussenstehend,der Aussenstehend,outsider,der,
C2,nouns,Automation,die Automation,automation,die,
C2,nouns,Bankier,der Bankier,banker,der,
C2,nouns,Barometer,der Barometer,barometer,der,
C2,nouns,Bastion,die Bastion,bastion,die,
C2,nouns,Bauabschnitt,der Bauabschnitt,stage/phase of construction,der,
C2,nouns,Baumgarn,der Baumgarn,arboretum,der,
C2,adverbs,bedrückt,bedrückt,pinched,,
C2,nouns,Beinamen,der Beinamen,epithets,der,
C2,nouns,Berauben,der Berauben,robbery,der,
C2,nouns,Bergland,der Bergland,mountainous country,der,
C2,verbs,bestiegen,bestiegen,ascended,,
C2,nouns,Bevölkerungswachstum,das Bevölkerungswachstum,growth of population,das,
C2,verbs,bewundernswert,bewundernswert,admirable,,
C2,nouns,Bezwang,der Bezwang,defeated,der,
C2,nouns,Blamage,die Blamage,pratfall,die,
C2,nouns,Bollwerk,der Bollwerk,fortress,der,
C2,nouns,Bong,der Bong,bong,der,
C2,adverbs,brennend,brennend,burning,,
C2,nouns,Brigaden,der Brigaden,brigades,der,
C2,adverbs,bösartig,bösartig,ill-natured,,
C2,nouns,Büttner,der Büttner,cooper,der,
C2,nouns,Casablanca,der Casablanca,Casablanca,der,
C2,nouns,Containern,der Containern,dumpster diving,der,
C2,nouns,Demographie,die Demographie,demography,die,
C2,nouns,Dienstwagen,der Dienstwagen,official vehicle,der,
C2,nouns,Doppelgäng,der Doppelgäng,double,der,
C2,nouns,Drosseln,der Drosseln,chokes,der,
C2,nouns,Durchhaltevermögen,der Durchhaltevermögen,endurance,der,
C2,verbs,eingeschüchtern,eingeschüchtern,browbeaten,,
C2,nouns,Elfer,der Elfer,eleven,der,
C2,nouns,Energieträg,der Energieträg,source of energy,der,
C2,verbs,entziffern,entziffern,decrypt sth.,,
C2,adverbs,episch,episch,epic,,
C2,nouns,Erbin,der Erbin,heir,der,
C2,verbs,ermahnen,ermahnen,urged,,
C2,adjectives,ersehnt,ersehnt,longed for,,
C2,nouns,Erwachsenenalter,der Erwachsenenalter,adulthood,der,
C2,nouns,Erzengel,der Erzengel,archangel,der,
C2,nouns,Exodus,der Exodus,departure,der,
C2,adverbs,experimentell,experimentell,experimental,,
C2,nouns,Fachhochschulen,der Fachhochschulen,institutes of technology,der,
C2,nouns,Familiennamen,der Familiennamen,surnames,der,
C2,nouns,Fassungsvermögen,der Fassungsvermögen,comprehension,der,
C2,nouns,Fehde,die Fehde,feud,die,
C2,nouns,Finne,die Finne,bladder worm,die,
C2,adverbs,freundschaftlich,freundschaftlich,amicable,,
C2,nouns,Fröhlichkeit,die Fröhlichkeit,gladness,die,
C2,nouns,Fussballverein,der Fussballverein,football club,der,
C2,nouns,Gauner,der Gauner,crook,der,
C2,nouns,Gefängnisstrafe,die Gefängnisstrafe,custodial sentence,die,
C2,verbs,hüllen,hüllen,cloaked,,
C2,nouns,Gepflogenheit,die Gepflogenheit,habits,die,
C2,nouns,Rochen,das Rochen,smelled,das,
C2,nouns,Geschworen,der Geschworen,jurors,der,
C2,nouns,Gespann,der Gespann,team,der,
C2,nouns,Gestell,der Gestell,frame,der,
C2,nouns,Gestik,die Gestik,gesture,die,
C2,verbs,gleiten,gleiten,sashays,,
C2,nouns,Glätten,der Glätten,ironing,der,
C2,nouns,Glühbirne,die Glühbirne,light bulb,die,
C2,nouns,Grenzkontrolle,die Grenzkontrolle,border controls,die,
C2,nouns,Gummibärchen,das Gummibärchen,Gummi bear,das,
C2,nouns,Handelsabkommen,der Handelsabkommen,trade agreement,der,
C2,nouns,Handlang,der Handlang,sb.'s poodle,der,
C2,nouns,Hauptrollen,der Hauptrollen,chief parts,der,
C2,nouns,Herden,der Herden,herds,der,
C2,nouns,Herkunftsland,der Herkunftsland,country of origin,der,
C2,nouns,Hiroshima,das Hiroshima,Hiroshima,das,
C2,nouns,Hochsommer,der Hochsommer,high summer,der,
C2,nouns,Homosexueller,der Homosexueller,homosexual,der,
C2,nouns,Hufeisen,der Hufeisen,horseshoe,der,
C2,nouns,Hybride,die Hybride,hybrid,die,
C2,nouns,Hängematte,die Hängematte,hammock,die,
C2,nouns,Häufung,die Häufung,accumulation,die,
C2,adverbs,häuslich,häuslich,more domestic,,
C2,adverbs,immerzu,immerzu,always,,
C2,nouns,Innensenator,der Innensenator,internal affairs minister,der,
C2,nouns,Interessengemeinschaft,die Interessengemeinschaft,alliance,die,
C2,nouns,Internetzugang,der Internetzugang,Internet access,der,
C2,nouns,Irrenhaus,der Irrenhaus,madhouse,der,
C2,nouns,Jod,der Jod,iodine,der,
C2,nouns,Junkies,der Junkies,drug takers,der,
C2,nouns,Juwelen,der Juwelen,gems,der,
C2,nouns,Kapitalmarken,der Kapitalmarken,capital market,der,
C2,nouns,Kelt,der Kelt,Celts,der,
C2,nouns,Kirchensteuer,der Kirchensteuer,church tax,der,
C2,nouns,Klan,der Klan,klan,der,
C2,adverbs,knusprig,knusprig,crisp,,
C2,verbs,konvertieren,konvertieren,convert,,
C2,adverbs,kostenpflichtig,kostenpflichtig,at the owner's expense,,
C2,nouns,Krampfhaft,der Krampfhaft,convulsive,der,
C2,nouns,Kreditinstituten,der Kreditinstituten,credit institutions,der,
C2,nouns,Kuratorium,das Kuratorium,board of trustees,das,
C2,nouns,Kurdistan,der Kurdistan,Kurdistan,der,
C2,nouns,Kuwait,der Kuwait,Kuwait,der,
C2,nouns,Körpertemperatur,die Körpertemperatur,body temperature,die,
C2,verbs,langweilen,langweilen,bores,,
C2,nouns,Lebensart,der Lebensart,way of life,der,
C2,nouns,Liebesleben,der Liebesleben,love life,der,
C2,nouns,Lulu,der Lulu,pee,der,
